"OBSRVTN_NB","DATETIME_DTM","PNT_NM","QUALIFIER_TXT","PNT_ATRISKNOTES_TX","PNT_ATRISKFOLWUPNTS_TX"
247500,"6/8/2022 15:35","Walking and Working areas","Open Trenwa appropriately protected (barricaded/walk path provided), Other - Walking and Working areas","observed that there were grounding tails that presented a trip hazard in the north area of the 765 yard near T3. Placed cone in the effected area. Reviewed with Site superintendent. [NAME] placed barricades in area and mitigated trip hazard",NA
219141,"3/8/2022 10:41","Did you recognize additional slip, trip, or fall hazards that had not already been recognized and mitigated? If so, please select or describe these hazards in the At-Risk notes.","Surface","There was a slip in the road and the bank was being washed away on the other side of the road. [NAME] did not mention this as a hazard in their section of the briefing.",NA
429307,"1/11/2024 11:15","Stop When Uncertain","Questioning attitude","while performing circuit inspection it was discussed about doing a good walk around after exiting the vehicle to make sure everything is away from your vehicle to have safe departure",NA
167301,"9/5/2019 11:00","Cover up activities","Adequate amount of cover up used","Discussed with employee about amount of cover up only one house on B phase and jib was sitting between B and A",NA
314477,"1/24/2023 14:00","Direct Controls - Pressure","Direct controls put in place to build capacity for pressure hazards","A station foundation was pulled from the ground leaving a hole greater than 6 ft. Hole was barricaded, but recommended that the hole be barricaded using the guard rails because of the fall distance and cave in possibility.",NA
374474,"7/13/2023 17:45","Housekeeping.","Other - Housekeeping:","[NAME] on site building access roads. [NAME] have pallets and the wrap from the filter sock laying along the access roads. Multiple pallets.","Talked with Superintendent and foreman and have instructed them find a common place for larger trash to have in one area. Lots of traffic ( construction ) moving in and out. Needs to be controlled better."
208691,"1/13/2022 12:38","Personal Safety","Other - Personal Safety","Found one of the groundmen inside the barricade and touching the truck while the bucket was aloft close to the primary. Explained to the employee that the reason for the barricade was not only for the public but for also to remind the crew of hot work being done.",NA
187481,"11/8/2021 9:30","Correct PIPE","Worn when required","Did not wear class 0 gloves when taking initial voltage checks to make sure their was no back - feed. Although our wire was not installed yet, their was still potential for secondary voltage on the meter if the customer had something hooked up wrong since they had extension cords ran from the temporary.",NA
270018,"8/24/2022 10:14","PPE","Cut resistant gloves, Face shield adequate, Hearing protection adequate, Other - PPE, Safety glasses adequate, Work gloves adequate","Blasting boots were not worn. Hydro pressure is 2500psi. Employee even showed me damage to his boots from the wand hitting them.",NA
227817,"4/5/2022 10:56","PPE","Safety glasses adequate, Work gloves adequate","Took dark lens safety glasses to read Safer, informed employee to use clear lens glasses then. Another employee not using gloves when required for task. reminded them of gloves use.",NA
142729,"11/25/2019 8:00","Grounding trucks and trailers when required","Other-Grounding trucks, trailers as required","[NAME] was grounded but not barricaded. This was discussed and corrected. AEP - Grounding & Barricading Aerial Devices Near Energized Conductors",NA
391445,"9/11/2023 9:20","PPE","Safety glasses adequate","One crew member wasn't wearing safety glasses at first. Other crew member reminded them and corrected the situation.",NA
361828,"6/12/2023 15:00","Suspended Load/Overhead Work","Drop zones adequately barricaded","No drop zone was established / maintained around crane or bucket truck in use. Aerial devices shall be barricaded to prevent workers on the ground from falling objects or touching the aerial device in the event of an accidental contract with energized conductors. Area shall also be extended beyond any temporary ground rod or anchor. Article 10. 4. 3, AEP Transmission 2020 Contractor Safety Handbook",NA
467813,"6/5/2024 10:50","Pre-Job Briefing","Hazards associated with the job identified, Work procedures involved reviewed","Unloading form was checked off on job briefing, but was not completed. Unloading hazards were not identified with controls.",NA
120600,"7/13/2021 12:01","Correct work area traffic control","Other - Work Area Protection","AEP worker that was working aloft, got out of bucket and forgot to put work area traffic vest back on. Other crew member reminded the worker and vest was then put on. [NAME] brothers keeper example.",NA
32680,"4/15/2020 13:30","Complete job briefing given","All crew members present during walk through","[NAME] began work while crew foreman was in truck filling out tailboard. Specifically, they began grounding line in two different areas before prejob was completed.",NA
434421,"2/5/2024 7:55","Rigging Equipment","Other - Rigging Equipment","Damaged rigging found, and needing removed from potential use. No tagging or removal process being used currently. Discussed with Supervisor the regulatory concern, and establishing a removal process when inspections dictate.",NA
286649,"10/12/2022 7:53","Housekeeping - Generation","Cleanliness","Observed a recent find of a leaking oil drum that was empty and already was contained and had kitty litter down over the concrete. The drum was deteriorated at the bottom and had that it was to be crushed written on the top of it. However, the area needs to be cleaned up, so communicated and reminded the team of it.",NA
497716,"9/26/2024 15:10","PPE - Generation","Wearing eye protection","Operator had all windows of their cab open while excavating and they were not wearing safety glasses. I approached them and reminded them safety glasses are required when cab windows are open.",NA
